MN,HD,HR,HIP,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,pmRA,pmDec,RadVel,Parallax,Vmag,B-V,SpType,IsMultiple,IsVariable,UpdateName
6518,107054,4680,0,HD 107054,HD 107054/HR 4680,,,,,184.6316666666667,30.249166666666667,77.0,-116.0,-18.0,,6.23,0.3,A9.5III,0.0,0.0,
6519,119081,5145,66725,β pm 151,HD 119081/HR 5145/β pm 151,,β pm 151,,,205.16291666666663,28.06527777777778,-66.0,14.0,-63.0,,6.23,1.28,K3III,0.0,0.0,
6520,122405,5263,68478,11 Boo,11 Boo/HD 122405/HR 5263,,,11 Boo,Boo,210.29375,27.386666666666667,-80.0,17.0,-24.0,,6.23,0.17,A7III,0.0,0.0,
6521,130227,5515,0,HD 130227,HD 130227/HR 5515,,,,,222.27875,-56.66777777777777,-110.0,-123.0,13.0,,6.23,1.13,K1III,0.0,1.0,
6522,139599,5821,76809,I 971,HD 139599/HR 5821/I 971,,,,,235.24291666666664,-47.73555555555556,-27.0,-25.0,-54.0,,6.23,1.63,K5-M0III,0.0,0.0,
6523,147550,6096,0,HD 147550,HD 147550/HR 6096,,,,,245.66208333333336,-2.0797222222222222,-13.0,3.0,-16.0,,6.23,0.07,B9V,0.0,0.0,
6524,150421,6197,0,HD 150421,HD 150421/HR 6197,,,,,250.76416666666665,-46.07055555555556,-15.0,-18.0,-16.0,,6.23,0.85,F5Iab,0.0,0.0,
6525,161695,6619,0,HD 161695,HD 161695/HR 6619,,,,,266.41791666666666,31.504722222222224,11.0,-5.0,2.0,,6.23,0.0,A0Ib,0.0,0.0,
6526,172546,7011,91689,26 Sgr,26 Sgr/HD 172546/HR 7011,,,26 Sgr,Sgr,280.465,-23.83333333333333,32.0,-24.0,2.0,,6.23,0.23,Am,0.0,0.0,
6527,173920,7071,0,HD 173920,HD 173920/HR 7071,,,,,281.2308333333333,54.89666666666667,7.0,-19.0,7.0,,6.23,0.82,G5III,0.0,0.0,
6528,176425,7177,0,HD 176425,HD 176425/HR 7177,,,,,285.53625,-41.91,48.0,2.0,-13.0,,6.23,0.0,A0V,0.0,0.0,
6529,178476,7263,93975,CHR 83,CHR 83/HD 178476/HR 7263,,,,,287.015,21.698888888888888,51.0,74.0,-40.0,8.0,6.23,0.4,F3V,0.0,0.0,
6530,186307,7499,96907,KUI 94,HD 186307/HR 7499/KUI 94,,,,,295.4895833333333,40.25388888888889,-25.0,26.0,-32.0,6.0,6.23,0.18,A6V,0.0,0.0,
6531,188001,7574,97796,9 Sge,9 Sge/HD 188001/HR 7574,,,9 Sge,Sge,298.0908333333333,18.67194444444445,-2.0,-3.0,9.0,,6.23,0.01,O7.5Iaf,0.0,1.0,
6532,193702,7784,100268,A 1427,A 1427/HD 193702/HR 7784/Σ 2668,,,,,305.0633333333333,39.40333333333333,-2.0,-22.0,-1.0,3.0,6.23,0.06,A1V,0.0,0.0,
6533,199661,8029,0,HD 199661,HD 199661/HR 8029,,,,,314.0708333333334,56.8875,4.0,2.0,-19.0,,6.23,-0.18,B2.5IV,0.0,0.0,
6534,210918,8477,0,HD 210918,HD 210918/HR 8477,,,,,333.6608333333333,-41.38166666666667,567.0,-790.0,-18.0,46.0,6.23,0.65,G5V,0.0,0.0,
6535,213884,8593,0,HD 213884,HD 213884/HR 8593,,,,,338.97041666666667,-57.88361111111111,77.0,-9.0,5.0,,6.23,0.2,A5V,0.0,0.0,
6536,214448,8612,111761,A 2695,A 2695/HD 214448/HR 8612,,,,,339.5925,-7.897777777777777,76.0,-4.0,-17.0,,6.23,0.78,G0III+F0V,0.0,1.0,
6537,222451,8977,0,HD 222451,HD 222451/HR 8977,,,,,355.1691666666667,36.72083333333334,236.0,20.0,0.0,,6.23,0.39,F1V,0.0,0.0,
6538,225094,9097,274,CHR 121,CHR 121/HD 225094/HR 9097,,,,Vul,0.8570833333333334,63.64194444444444,-8.0,57.0,-43.0,,6.24,0.33,B3Ia,0.0,1.0,
6539,1048,49,0,HD 1048,HD 1048/HR 49,,,,,3.73375,22.284166666666668,65.0,-11.0,-15.0,,6.24,-0.01,A1pSi,0.0,0.0,
6540,7916,380,5992,HJ 3426,HD 7916/HJ 3426/HR 380,,,,,19.265,-66.39805555555556,44.0,2.0,13.0,10.0,6.24,0.05,A0V,0.0,0.0,
6541,10009,466,7580,KUI 7,HD 10009/HR 466/KUI 7,,,,,24.407083333333333,-9.40388888888889,259.0,93.0,48.0,24.0,6.24,0.53,F7V,0.0,0.0,
6542,11613,551,0,HD 11613,HD 11613/HR 551,,,,,28.724166666666665,40.70194444444445,47.0,-66.0,32.0,,6.24,1.25,K2,0.0,0.0,
6543,16170,755,0,HD 16170,HD 16170/HR 755,,,,,38.47749999999999,-51.09361111111112,-4.0,-30.0,-8.0,,6.24,0.52,F6V,0.0,0.0,
6544,17958,861,13700,BLL 9,BLL 9/HD 17958/HR 861,,,,,44.10333333333333,64.3325,6.0,-2.0,-22.0,,6.24,2.03,K3Ib,0.0,1.0,
6545,21455,1047,16252,ΟΣ 55,HD 21455/HR 1047/ΟΣ 55,,,,,52.35916666666667,46.937777777777775,18.0,-35.0,2.0,,6.24,0.13,B7V,0.0,0.0,
6546,28625,1431,0,HD 28625,HD 28625/HR 1431,,,,,67.54041666666667,-13.592222222222222,-25.0,9.0,14.0,,6.24,1.0,G5,0.0,0.0,
6547,32273,1619,23419,Σ 630,HD 32273/HR 1619/Σ 630,,,,,75.5,1.608888888888889,-9.0,12.0,25.0,13.0,6.24,-0.04,B8V,0.0,0.0,
6548,32273,1619,23421,A 2630,A 2630/HD 32273/HR 1619,,,,,75.5,1.608888888888889,-9.0,12.0,25.0,13.0,6.24,-0.04,B8V,0.0,0.0,
6549,35984,1822,0,HD 35984,HD 35984/HR 1822,,,,,82.41916666666667,29.18638888888889,22.0,-54.0,13.0,,6.24,0.45,F6III,0.0,0.0,
6550,37016,1891,26234,φ 345,HD 37016/HR 1891/φ 345,,,,,83.84374999999999,-4.425277777777778,22.0,-27.0,31.0,,6.24,-0.15,B2.5V,0.0,0.0,
6551,40832,2122,0,HD 40832,HD 40832/HR 2122,,,,,90.72958333333334,32.63583333333333,76.0,-209.0,34.0,28.0,6.24,0.42,F4V,0.0,0.0,
6552,43821,2259,0,HD 43821,HD 43821/HR 2259,,,,,94.66875,9.047222222222222,30.0,-44.0,-14.0,,6.24,0.87,K0,0.0,0.0,
6553,44891,2303,0,HD 44891,HD 44891/HR 2303,,,,,95.94166666666668,-15.071666666666667,-15.0,-7.0,37.0,,6.24,1.53,K2,0.0,0.0,
6554,44984,2308,0,HD 44984,HD 44984/HR 2308,,,,,96.36708333333334,14.721944444444444,-14.0,-2.0,13.0,,6.24,2.34,C5II,0.0,1.0,
6555,46407,2392,31205,CHR 129,CHR 129/HD 46407/HR 2392,,,,,98.19541666666666,-11.16638888888889,-7.0,1.0,-11.0,,6.24,1.11,G9.5III:Ba3,0.0,1.0,
6556,45947,2365,31703,YSC 191,HD 45947/HR 2365/YSC 191,,,,,99.47875,73.69555555555556,-155.0,-18.0,6.0,39.0,6.24,0.38,F2,0.0,0.0,
6557,50371,2555,0,HD 50371,HD 50371/HR 2555,,,,,103.34375,10.996388888888887,11.0,-136.0,-34.0,,6.24,0.97,K0III,0.0,0.0,
6558,56386,2757,0,HD 56386,HD 56386/HR 2757,,,,,109.51708333333332,30.95583333333333,-4.0,-28.0,27.0,,6.24,-0.03,A0Vn,0.0,0.0,
6559,58439,2831,35975,KUI 29,HD 58439/HR 2831/KUI 29,,,,,111.21125,-19.01222222222222,-21.0,5.0,70.0,,6.24,0.29,A2Ib,0.0,0.0,
6560,59669,2876,0,HD 59669,HD 59669/HR 2876,,,,,112.71291666666669,-5.226388888888889,-6.0,-2.0,17.0,,6.24,1.18,K0,0.0,0.0,
6561,61630,2953,0,HD 61630,HD 61630/HR 2953,,,,,115.19708333333334,13.770833333333334,10.0,-16.0,5.0,,6.24,,K0,0.0,0.0,
6562,71952,3351,41894,TOK 518,HD 71952/HR 3351/TOK 518,,,,,128.13958333333332,53.11472222222223,13.0,-77.0,44.0,,6.24,1.01,K0IV,0.0,0.0,
6563,72291,3365,41975,32 Lyn,32 Lyn/HD 72291/HR 3365,,,32 Lyn,Lyn,128.34083333333334,36.436388888888885,-143.0,1.0,0.0,32.0,6.24,0.36,F5Vb vw,0.0,0.0,
6564,72900,3390,0,HD 72900,HD 72900/HR 3390,,,,,128.3766666666667,-46.97111111111112,11.0,-9.0,23.0,,6.24,1.56,K3III,0.0,0.0,
6565,82180,3767,0,HD 82180,HD 82180/HR 3767,,,,,142.45791666666668,-23.345277777777778,-2.0,-3.0,0.0,,6.24,1.57,K0,0.0,0.0,
6566,82674,3805,46893,CBL 131,CBL 131/HD 82674/HR 3805,,,,,143.33375,-7.19,-33.0,-12.0,29.0,,6.24,1.17,K0,0.0,0.0,
6567,83821,3853,47550,13 Leo,13 Leo/HD 83821/HR 3853,,,13 Leo,Leo,145.41041666666666,25.912777777777777,-14.0,-33.0,-26.0,13.0,6.24,1.25,gK2,0.0,0.0,
6568,85217,3893,48273,4 Sex,4 Sex/HD 85217/HR 3893/LEP 9001,,,4 Sex,Sex,147.62541666666667,4.343611111111111,-147.0,-55.0,17.0,,6.24,0.48,F7Vn,0.0,0.0,
6569,85905,3921,0,HD 85905,HD 85905/HR 3921,,,,,148.63208333333336,-22.488333333333333,-38.0,-31.0,9.0,,6.24,0.04,A2,0.0,0.0,
6570,87822,3979,49658,HJ 475,HD 87822/HJ 475/HR 3979/KUI 48,,,,,152.06624999999997,31.604166666666668,-83.0,-80.0,-8.0,,6.24,0.45,F4V,0.0,0.0,
6571,88182,3988,0,HD 88182,HD 88182/HR 3988,,,,,152.48541666666665,-12.095833333333331,-5.0,-36.0,-14.0,,6.24,0.18,A5m,0.0,0.0,
6572,92770,4190,0,HD 92770,HD 92770/HR 4190,,,,,160.63041666666666,-13.975,-20.0,-2.0,-9.0,,6.24,1.54,K2,0.0,0.0,
6573,100219,4440,56245,TOK 222,HD 100219/HR 4440/TOK 222,,,,,172.94833333333335,-20.776666666666667,-131.0,32.0,10.0,,6.24,0.54,F7IV,0.0,0.0,
6574,108399,4740,0,HD 108399,HD 108399/HR 4740,,,,,186.60083333333336,71.92972222222222,-153.0,-23.0,6.0,5.0,6.24,1.06,gG8,0.0,0.0,
6575,109345,4784,0,HD 109345,HD 109345/HR 4784,,,,,188.4475,33.38472222222222,2.0,-8.0,-43.0,56.0,6.24,1.05,K0III,0.0,0.0,
6576,111519,4871,0,HD 111519,HD 111519/HR 4871,,,,,192.58166666666668,-48.45972222222223,-37.0,2.0,-17.0,,6.24,0.05,A0V,0.0,0.0,
6577,111790,4882,62821,HDO 220,HD 111790/HDO 220/HR 4882,,,,,193.1025,-53.82944444444445,-20.0,12.0,-23.0,,6.24,1.13,G8Ib-II,0.0,0.0,
6578,122797,5275,0,HD 122797,HD 122797/HR 5275,,,,,210.9825,4.900833333333334,-11.0,-3.0,-23.0,,6.24,0.39,F4V,0.0,0.0,
6579,124281,5314,0,HD 124281,HD 124281/HR 5314,,,,,213.305,-26.612222222222226,9.0,-14.0,-10.0,,6.24,1.08,K0III,0.0,0.0,
6580,124755,5335,0,HD 124755,HD 124755/HR 5335,,,,,213.59791666666663,41.51888888888889,-24.0,-105.0,-10.0,30.0,6.24,1.04,gK3,0.0,0.0,
6581,138923,5790,76395,φ 231,HD 138923/HR 5790/φ 231,,,,,234.0475,-33.09277777777778,-16.0,-17.0,-4.0,,6.24,,B8V,0.0,1.0,
6582,140986,5866,0,HD 140986,HD 140986/HR 5866,,,,,236.6891666666667,-6.120277777777777,-9.0,-2.0,-51.0,,6.24,1.17,K0,0.0,0.0,
6583,150451,6201,81687,HDS 2367,HD 150451/HDS 2367/HR 6201,,,,,250.29791666666665,-1.0005555555555556,6.0,-15.0,-12.0,,6.24,0.3,A7III,0.0,0.0,
6584,157524,6471,0,HD 157524,HD 157524/HR 6471,,,,,262.03208333333333,-63.03638888888889,-23.0,-27.0,-3.0,,6.24,-0.09,B7-8V,0.0,0.0,
6585,160342,6576,0,HD 160342,HD 160342/HR 6576,,,,,265.51625,-50.51055555555556,24.0,-12.0,-27.0,,6.24,1.76,M3+II-III,0.0,1.0,
6586,161149,6604,0,HD 161149,HD 161149/HR 6604,,,,,265.84166666666664,14.295,6.0,23.0,-42.0,,6.24,0.42,F5II,0.0,0.0,
6587,164428,6717,0,HD 164428,HD 164428/HR 6717,,,,,267.54375,78.30666666666666,18.0,18.0,-7.0,,6.24,1.44,K5,0.0,1.0,
6588,176537,7182,0,HD 176537,HD 176537/HR 7182,,,,,285.4075,-22.695555555555558,4.0,0.0,-14.0,,6.24,1.66,K5,0.0,0.0,
6589,187653,7558,0,HD 187653,HD 187653/HR 7558,,,,,298.6683333333333,-61.17083333333333,-8.0,11.0,11.0,,6.24,0.16,A4V,0.0,0.0,
6590,198766,7992,0,HD 198766,HD 198766/HR 7992,,,,,313.6458333333333,-50.72777777777778,2.0,-36.0,-4.0,,6.24,-0.12,B5IV,0.0,0.0,
6591,221661,8941,0,HD 221661,HD 221661/HR 8941,,,,,353.4279166666667,45.05805555555556,-29.0,10.0,7.0,,6.24,0.98,G8II,0.0,0.0,
6592,222618,8985,0,HD 222618,HD 222618/HR 8985,,,,,355.4770833333333,57.26,5.0,-2.0,-12.0,,6.24,,G8III,0.0,0.0,
6593,223428,9021,0,HD 223428,HD 223428/HR 9021,,,,,357.38166666666666,-15.86111111111111,49.0,-22.0,-64.0,,6.24,1.22,K2IIIbFe-0.5,0.0,0.0,
6594,223884,9043,0,HD 223884,HD 223884/HR 9043,,,,,358.33666666666664,-24.229166666666664,47.0,-11.0,-3.0,,6.24,0.19,A3Shell,0.0,0.0,
6595,224906,9086,0,HD 224906,HD 224906/HR 9086,,,,,0.4325,42.36722222222223,5.0,-3.0,-11.0,,6.25,-0.03,B9IIIpHg:Mn:,0.0,0.0,
6596,225045,9095,238,TOK 441,HD 225045/HR 9095/TOK 441,,,,Vul,0.74,-20.046111111111117,110.0,71.0,-4.0,,6.25,0.53,F6V,0.0,0.0,
6597,225276,9109,399,FOX 103,FOX 103/HD 225276/HR 9109,,,,Vul,1.2333333333333334,26.648888888888887,110.0,-12.0,-5.0,,6.25,1.4,K4IIIb,0.0,0.0,
6598,952,44,0,HD 952,HD 952/HR 44,,,,,3.509583333333333,33.20611111111111,-6.0,-18.0,1.0,,6.25,-0.01,A1V,0.0,0.0,
6599,6680,327,5319,78 Psc,78 Psc/HD 6680/HR 327,,,78 Psc,Psc,17.005416666666665,32.01222222222222,204.0,-30.0,14.0,,6.25,0.4,F5IV,0.0,0.0,
6600,6319,306,0,HD 6319,HD 6319/HR 306,,,,,19.05625,87.14527777777778,51.0,-27.0,-5.0,11.0,6.25,1.12,gK2,0.0,0.0,
6601,7758,376,0,HD 7758,HD 7758/HR 376,,,,,19.5425,47.41972222222222,18.0,-2.0,-1.0,,6.25,1.35,K0,0.0,0.0,
6602,10587,502,0,HD 10587,HD 10587/HR 502,,,,,26.192083333333333,57.08916666666667,14.0,-4.0,5.0,,6.25,0.04,A2V,0.0,0.0,
6603,14818,696,11279,10 Per,10 Per/HD 14818/HR 696,,,10 Per,Per,36.31666666666666,56.61,-2.0,8.0,-46.0,,6.25,0.31,B2Ia,0.0,1.0,
6604,15464,726,0,HD 15464,HD 15464/HR 726,,,,,37.56916666666667,33.83388888888889,70.0,-57.0,7.0,,6.25,1.07,K1III,0.0,0.0,
6605,16220,761,0,HD 16220,HD 16220/HR 761,,,,,39.27666666666667,32.89194444444444,65.0,63.0,0.0,,6.25,0.48,F8V,0.0,0.0,
6606,16647,783,0,HD 16647,HD 16647/HR 783,,,,,40.06541666666666,6.111944444444444,52.0,-3.0,18.0,,6.25,0.4,F3V:,0.0,0.0,
6607,17228,819,0,HD 17228,HD 17228/HR 819,,,,,41.742916666666666,35.98361111111111,50.0,-5.0,21.0,,6.25,0.93,G8III,0.0,0.0,
6608,17378,825,13178,MCA 9,HD 17378/HR 825/MCA 9,,,,,42.37833333333333,57.08416666666667,4.0,-10.0,-38.0,,6.25,0.89,A5Ia,0.0,1.0,
6609,18832,908,0,HD 18832,HD 18832/HR 908,,,,,45.46791666666667,5.336111111111111,36.0,15.0,-59.0,,6.25,1.05,K0,0.0,0.0,
6610,20293,980,0,HD 20293,HD 20293/HR 980,,,,,48.75083333333333,-26.10027777777778,-19.0,-15.0,-2.0,,6.25,0.04,A5V,0.0,0.0,
6611,20210,976,15204,HO 503,HD 20210/HO 503/HR 976/TOK 472,,,,,49.00791666666667,34.68861111111111,43.0,-34.0,25.0,,6.25,0.28,A1m,0.0,1.0,
6612,22243,1091,0,HD 22243,HD 22243/HR 1091,,,,,53.65583333333333,-9.868611111111113,18.0,-4.0,11.0,,6.25,0.02,A2V,0.0,0.0,
6613,23626,1164,0,HD 23626,HD 23626/HR 1164,,,,,56.95375,32.19499999999999,-32.0,-47.0,-4.0,,6.25,0.47,G0,0.0,0.0,
6614,24167,1197,0,HD 24167,HD 24167/HR 1197,,,,,58.017916666666665,31.168333333333333,-26.0,-45.0,-38.0,,6.25,0.2,A5V,0.0,0.0,
6615,26703,1310,0,HD 26703,HD 26703/HR 1310,,,,,63.45791666666666,12.753333333333334,19.0,-28.0,48.0,,6.25,1.16,K0,0.0,0.0,
6616,28867,1442,21251,Σ 559,HD 28867/HR 1442/Σ 559,,,,,68.38708333333332,18.016666666666666,11.0,-24.0,15.0,2.0,6.25,0.07,B9IVn,0.0,0.0,
6617,30202,1518,21998,λ Cae,HD 30202/HR 1518/λ Cae,,λ Cae,,Cae,70.93416666666667,-41.06472222222222,3.0,10.0,-4.0,,6.25,1.46,K3-4III,0.0,0.0,
6618,33555,1685,0,HD 33555,HD 33555/HR 1685,,,,,77.74166666666667,-2.253888888888889,75.0,-145.0,64.0,,6.25,0.98,K1-IVa,0.0,0.0,
6619,35532,1798,25410,113 Tau,113 Tau/HD 35532/HR 1798,,,113 Tau,Tau,81.52375,16.700277777777778,-9.0,-3.0,31.0,,6.25,-0.08,B2Vn,0.0,0.0,
6620,38385,1981,0,HD 38385,HD 38385/HR 1981,,,,,85.87583333333333,-39.40694444444444,51.0,-2.0,13.0,,6.25,0.37,F3V,0.0,0.0,
6621,39045,2018,27661,ES 415,ES 415/HD 39045/HR 2018,,,,,87.85708333333334,32.125,1.0,7.0,103.0,,6.25,1.75,M3III,0.0,1.0,
6622,39429,2041,0,HD 39429,HD 39429/HR 2041,,,,,89.39583333333333,66.0961111111111,48.0,-16.0,-22.0,,6.25,1.36,K0,0.0,0.0,
6623,43384,2240,29840,9 Gem,9 Gem/HD 43384/HR 2240,,,9 Gem,Gem,94.24458333333332,23.74083333333333,0.0,-1.0,13.0,,6.25,0.45,B3Ib,0.0,0.0,
6624,45383,2329,0,HD 45383,HD 45383/HR 2329,,,,,96.37458333333332,-35.06388888888888,-5.0,-35.0,19.0,,6.25,1.36,K3III,1.0,0.0,
6625,64106,3065,38623,25 Lyn,25 Lyn/HD 64106/HR 3065,,,25 Lyn,Lyn,118.62208333333334,47.38611111111111,-17.0,6.0,-63.0,,6.25,1.15,gK2,0.0,0.0,
6626,65750,3126,0,HD 65750,HD 65750/HR 3126,,,,,119.21125,-59.12638888888889,-24.0,-19.0,24.0,,6.25,2.08,M0III,0.0,1.0,
6627,65735,3125,0,HD 65735,HD 65735/HR 3125,,,,,120.2,19.816111111111116,-1.0,-13.0,28.0,,6.25,1.11,K1III,0.0,0.0,
6628,74860,3480,43035,β 1069,HD 74860/HR 3480/β 1069,,,,,131.52875,-11.006388888888887,-18.0,27.0,34.0,,6.25,1.61,K5III,0.0,0.0,
6629,75332,3499,43410,5 LMi,5 LMi/HD 75332/HR 3499/LAF 37,,,5 LMi,LMi,132.6341666666667,33.28527777777778,-67.0,-81.0,5.0,,6.25,0.49,F7Vn,0.0,0.0,
6630,75487,3506,0,HD 75487,HD 75487/HR 3506,,,,,133.27458333333334,59.05611111111111,14.0,3.0,9.0,,6.25,,F5IV-V,0.0,0.0,
6631,77087,3585,0,HD 77087,HD 77087/HR 3585,,,,,134.81541666666664,-28.80611111111111,-61.0,15.0,25.0,,6.25,1.0,G8III,0.0,0.0,
6632,79900,3680,45413,I 11,HD 79900/HR 3680/I 11,,,,,138.8108333333333,-45.55555555555555,-3.0,-10.0,33.0,6.0,6.25,-0.08,B8V,0.0,0.0,
6633,82670,3804,0,HD 82670,HD 82670/HR 3804,,,,,143.49625,23.453888888888887,-52.0,-87.0,-6.0,,6.25,1.46,gK7,0.0,0.0,
6634,88372,4000,0,HD 88372,HD 88372/HR 4000,,,,,152.82416666666666,-7.316666666666666,12.0,-14.0,13.0,,6.25,0.01,A2Vn,0.0,0.0,
6635,88699,4011,0,HD 88699,HD 88699/HR 4011,,,,,153.33083333333337,-27.028888888888886,-56.0,38.0,18.0,,6.25,0.31,A9mA8-F3,0.0,0.0,
6636,88651,4008,0,HD 88651,HD 88651/HR 4008,,,,,153.78208333333333,59.98555555555556,15.0,9.0,-21.0,,6.25,1.6,M0III,0.0,1.0,
6637,93502,4217,52679,RST 4463,HD 93502/HR 4217/RST 4463,,,,,161.57000000000002,-60.60333333333333,-62.0,-8.0,8.0,,6.25,0.04,A0IV,0.0,0.0,
6638,99651,4419,55941,RST 4944,HD 99651/HR 4419/RST 4944,,,,,171.97375,-1.7,-34.0,-3.0,-10.0,,6.25,1.04,gK2,0.0,0.0,
6639,107998,4718,60549,HJ 4518,HD 107998/HJ 4518/HR 4718,,,,,186.18625,-41.384166666666665,-64.0,-71.0,1.0,,6.25,1.18,K2-3III,0.0,0.0,
6640,109867,4806,61703,HJ 4535,HD 109867/HJ 4535/HR 4806,,,,,189.71875,-67.19305555555556,-6.0,-2.0,-16.0,,6.25,0.06,B1Ia,0.0,0.0,
6641,112097,4900,62933,41 Vir,41 Vir/HD 112097/HR 4900/TOK 401,,,41 Vir,Vir,193.4570833333333,12.41861111111111,51.0,-24.0,-10.0,,6.25,0.27,A7III,0.0,0.0,
6642,115337,5009,64437,KUI 61,HD 115337/HR 5009/KUI 61,,,,,198.1058333333333,80.4713888888889,-9.0,12.0,-11.0,,6.25,0.94,K0Ib,0.0,1.0,
6643,125040,5346,69751,Σ 1825,HD 125040/HR 5346/Σ 1825,,,,,214.13666666666663,20.12138888888889,-148.0,-103.0,-8.0,31.0,6.25,0.49,F8V,0.0,0.0,
6644,129798,5492,71876,Σ 1878,HD 129798/HR 5492/Σ 1878,,,,,220.5133333333333,61.261944444444445,70.0,-30.0,-6.0,17.0,6.25,0.41,F2V,0.0,1.0,
6645,138204,5751,0,HD 138204,HD 138204/HR 5751,,,,,233.0183333333333,-38.62305555555555,-26.0,-89.0,-1.0,,6.25,0.2,A7V,0.0,0.0,
6646,139862,5831,76733,ΟΣ 300,HD 139862/HR 5831/ΟΣ 300,,,,,235.0433333333333,12.053055555555556,-7.0,-7.0,-21.0,,6.25,0.94,G7.5IIIaFe-0.5,0.0,0.0,
6647,143238,5951,0,HD 143238,HD 143238/HR 5951,,,,,240.71833333333336,-62.54166666666666,-42.0,-23.0,4.0,,6.25,-0.04,B9.5V,0.0,0.0,
6648,145000,6009,79045,7 Her B,7 Her B/7Kap Her/HD 145000/HR 6009,,,7 Her B,Her,242.02041666666668,17.054444444444446,-31.0,-28.0,38.0,2.0,6.25,1.14,K1III,0.0,0.0,
6649,145788,6041,0,HD 145788,HD 145788/HR 6041,,,,,243.23541666666668,-4.220833333333333,-32.0,-15.0,-16.0,,6.25,0.13,A1V,0.0,0.0,
6650,149084,6157,80888,RBR 47,HD 149084/HDS 2332/HR 6157/RBR 47,,,,,247.76166666666663,35.225,-8.0,-16.0,24.0,,6.25,1.64,K5,0.0,0.0,
6651,152569,6277,82693,KUI 74,HD 152569/HR 6277/KUI 74/RST 5071,,,,,253.54416666666663,-1.6122222222222222,15.0,-71.0,-20.0,,6.25,0.28,F0V,0.0,0.0,
6652,154972,6373,0,HD 154972,HD 154972/HR 6373,,,,,259.1483333333333,-74.53305555555555,-27.0,-58.0,0.0,,6.25,-0.01,A0V,0.0,0.0,
6653,168574,6861,89980,70 Sgr,70 Sgr/HD 168574/HR 6861,,,70 Sgr,Sgr,275.3808333333333,-24.915,7.0,8.0,3.0,,6.25,1.84,M5III,0.0,1.0,
6654,172671,7017,91491,COU 1607,COU 1607/HD 172671/HR 7017,,,,,279.8879166666666,40.935,27.0,-2.0,-9.0,,6.25,-0.06,B9V,0.0,0.0,
6655,174240,7085,0,HD 174240,HD 174240/HR 7085,,,,,282.40458333333333,0.8358333333333333,-1.0,-24.0,-40.0,,6.25,0.04,A1V,0.0,0.0,
6656,179933,7290,94140,55 Dra,55 Dra/HD 179933/HR 7290,,,55 Dra,Dra,287.44083333333333,65.9786111111111,1.0,30.0,-22.0,,6.25,0.0,A0V,0.0,0.0,
6657,179949,7291,0,HD 179949,HD 179949/HR 7291,,,,,288.8883333333333,-24.179166666666667,116.0,-95.0,-26.0,23.0,6.25,0.54,F9V,0.0,0.0,
6658,179949,0,94645,Gumala,HD 179949/LLO 18/V5652 Sgr,Gumala,,,Sgr,288.888459,-24.179354,,,,,6.25,,N/A,0.0,0.0,2019-12-17
6659,180093,7296,0,HD 180093,HD 180093/HR 7296,,,,,289.13666666666666,-33.52166666666667,12.0,24.0,-23.0,,6.25,0.02,"G0Ipe(C1,0)",0.0,1.0,
6660,182490,7369,95398,Σ I 41,2 Sge/HD 182490/HDS 2753/HR 7369/Σ I 41,,Σ I 41,2 Sge,Sge,291.0920833333333,16.93777777777778,-3.0,-11.0,12.0,,6.25,0.08,A2III-IV,0.0,0.0,
6661,183387,7404,0,HD 183387,HD 183387/HR 7404,,,,,292.325,0.2461111111111111,7.0,-8.0,-60.0,,6.25,1.32,K2,0.0,0.0,
6662,183986,7419,95953,J 117,HD 183986/HR 7419/J 117,,,,,292.6954166666667,36.22861111111112,6.0,-11.0,11.0,5.0,6.25,-0.04,B9.5III,0.0,0.0,
6663,185139,7461,0,HD 185139,HD 185139/HR 7461,,,,,294.92499999999995,-45.278055555555554,-1.0,20.0,8.0,,6.25,0.28,F2IV,0.0,1.0,
6664,186756,7521,0,HD 186756,HD 186756/HR 7521,,,,,297.2295833333334,-52.88805555555555,9.0,-50.0,-21.0,,6.25,1.13,K1III,0.0,0.0,
6665,187753,7562,97697,HDS 2829,HD 187753/HDS 2829/HR 7562,,,,,297.82375,9.630277777777778,-1.0,-12.0,21.0,,6.25,0.1,A1m,0.0,0.0,
6666,194433,7808,100852,R 321,HD 194433/HR 7808/R 321,,,,,306.7208333333333,-37.403055555555554,-242.0,-116.0,23.0,42.0,6.25,0.97,K2IV-V,0.0,0.0,
6667,194937,7820,0,HD 194937,HD 194937/HR 7820,,,,,307.03125,8.4375,43.0,17.0,-11.0,,6.25,1.08,G9III,0.0,0.0,
6668,196610,7886,0,HD 196610,HD 196610/HR 7886,,,,,309.4775,18.269166666666667,19.0,99.0,-66.0,,6.25,1.48,M6III,0.0,1.0,
6669,199728,8033,103616,20 Cap,20 Cap/HD 199728/HR 8033,,,20 Cap,Cap,314.9004166666668,-19.03527777777778,11.0,-13.0,-10.0,,6.25,-0.13,B9pSi,0.0,1.0,
6670,200375,8056,103892,Σ 2744,HD 200375/HR 8056/Σ 2744,,,,,315.7625,1.5319444444444443,-116.0,-53.0,7.0,35.0,6.25,0.48,F5V,0.0,0.0,
6671,200245,8050,103902,λ 435,HD 200245/HR 8050/λ 435,,,,,315.7925,-27.731944444444444,35.0,-44.0,-30.0,,6.25,0.95,K0III,0.0,0.0,
